gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
5969,5970,2330,0.4066,0.9996,0.0645,0.8762,0,train
5970,5971,2331,0.0004,0.3715,0.0004,0.6137,0,train
5971,5972,2331,0.3645,0.9980,0.0000,0.5203,0,train
5972,5973,2332,0.0238,0.2121,0.8199,0.9582,0,train
5973,5974,2332,0.4914,0.6914,0.4496,0.9848,0,train
5974,5975,2333,0.0734,0.9484,0.0883,0.9492,0,train
5975,5976,2333,0.0000,0.1031,0.4687,0.7906,0,train
5976,5977,2334,0.0004,0.1059,0.4703,0.5891,0,train
5977,5978,2334,0.0012,0.1066,0.4383,0.5023,0,train
5978,5979,2334,0.0781,0.8516,0.1480,0.6160,0,train
5979,5980,2334,0.2508,0.6930,0.4441,0.8902,0,train
5980,5981,2334,0.3598,0.7027,0.3508,0.6445,0,train
5981,5982,2334,0.8105,0.9988,0.2820,0.5305,0,train
5982,5983,2335,0.0000,0.2812,0.5141,0.9984,0,train
5983,5984,2335,0.1883,0.7555,0.1602,0.9992,0,train
5984,5985,2335,0.7137,0.9988,0.0000,0.9984,0,train
5985,5986,2336,0.3160,0.6559,0.4988,0.7371,0,train
5986,5987,2337,0.0000,0.5813,0.2684,0.7020,0,train
5987,5988,2337,0.5535,0.9996,0.4043,0.6988,0,train
5988,5989,2338,0.0496,0.9160,0.0004,0.8793,0,train
5989,5990,2338,0.8172,0.9984,0.2215,0.7473,0,train
5990,5991,2339,0.0004,0.0434,0.2496,0.7473,0,train
5991,5992,2339,0.0273,0.9430,0.0832,0.9980,0,train
5992,5993,2339,0.9445,0.9992,0.4348,0.5605,0,train
5993,5994,2339,0.9488,0.9996,0.4039,0.4445,0,train
5994,5995,2340,0.0004,0.3559,0.0520,0.4621,0,train
5995,5996,2340,0.0793,0.9754,0.3098,0.8246,0,train
5996,5997,2341,0.0152,0.9988,0.0000,0.9984,0,train
5997,5998,2342,0.0984,0.2687,0.1676,0.3777,0,train
5998,5999,2342,0.5953,0.9984,0.0004,0.5371,0,train
5999,6000,2343,0.0000,0.9984,0.0719,0.5141,0,train
6000,6001,2343,0.0000,0.9984,0.5156,0.9984,0,train
6001,6002,2343,0.3762,0.5754,0.8555,0.9977,0,train
6002,6003,2344,0.4344,0.9953,0.1527,0.7504,0,train
6003,6004,2344,0.2984,0.4828,0.4746,0.5957,0,train
6004,6005,2345,0.0000,0.9516,0.0000,0.9984,0,train
6005,6006,2345,0.2363,0.3137,0.4809,0.6348,0,train
6006,6007,2345,0.3020,0.3480,0.5328,0.6250,0,train
6007,6008,2345,0.3727,0.4555,0.5344,0.6375,0,train
6008,6009,2345,0.5656,0.6000,0.5469,0.6734,0,train
6009,6010,2345,0.7555,0.8039,0.4930,0.5945,0,train
6010,6011,2345,0.9066,0.9996,0.0000,0.9078,0,train
6011,6012,2346,0.0160,0.7121,0.1336,0.6617,0,train
6012,6013,2346,0.0160,0.7121,0.1336,0.6617,0,train
6013,6014,2346,0.7055,0.9148,0.3605,0.5129,0,train
6014,6015,2347,0.4566,0.9996,0.0000,0.9984,0,train
6015,6016,2348,0.0656,0.7828,0.1648,0.9508,0,train
6016,6017,2349,0.1195,0.8352,0.0477,0.9711,0,train
6017,6018,2349,0.1195,0.8352,0.0477,0.9711,0,train
6018,6019,2350,0.0000,0.9031,0.0000,0.9969,0,train
6019,6020,2350,0.8750,0.9984,0.3816,0.7043,0,train
6020,6021,2351,0.0000,0.2188,0.0004,0.8715,0,train
6021,6022,2351,0.2016,0.4406,0.0000,0.7844,0,train
6022,6023,2351,0.3781,0.4234,0.5141,0.6078,0,train
6023,6024,2351,0.4035,0.4621,0.5434,0.6098,0,train
6024,6025,2351,0.4633,0.5242,0.4844,0.6641,0,train
6025,6026,2351,0.4941,0.6371,0.1695,0.6867,0,train
6026,6027,2351,0.5344,0.6609,0.3973,0.7887,0,train
6027,6028,2351,0.5984,0.9984,0.0000,0.9984,0,train
6028,6029,2352,0.4730,0.9582,0.1297,0.4969,0,train
6029,6030,2352,0.0102,0.2070,0.3848,0.4980,0,train
6030,6031,2353,0.1473,0.8824,0.1066,0.6871,0,train
6031,6032,2353,0.1473,0.8824,0.1066,0.6871,0,train
6032,6033,2353,0.0000,0.1250,0.4332,0.6262,0,train
6033,6034,2354,0.0785,0.9809,0.0422,0.7531,0,train
6034,6035,2354,0.0785,0.9809,0.0422,0.7531,0,train
6035,6036,2355,0.0637,0.5598,0.4039,0.6617,0,train
6036,6037,2355,0.5625,0.8828,0.4031,0.6375,0,train
6037,6038,2356,0.6609,0.9000,0.2840,0.8816,0,train
6038,6039,2356,0.7602,0.9992,0.2070,0.9039,0,train
6039,6040,2356,0.8730,0.9988,0.3129,0.9246,0,train
6040,6041,2357,0.0168,0.9723,0.0172,0.9859,0,train
6041,6042,2358,0.1000,0.1672,0.4984,0.5672,0,train
6042,6043,2358,0.1031,0.1656,0.1797,0.2437,0,train
6043,6044,2358,0.1297,0.8406,0.0000,0.3187,0,train
6044,6045,2358,0.1375,0.1766,0.4625,0.4984,0,train
6045,6046,2358,0.1562,0.9625,0.6859,0.9984,0,train
6046,6047,2358,0.1703,0.9172,0.3297,0.6141,0,train
6047,6048,2359,0.1516,0.9703,0.0016,1.0000,0,train
6048,6049,2359,0.0672,0.1859,0.4039,0.8492,0,train
6049,6050,2360,0.1461,0.8836,0.3496,0.9066,0,train
6050,6051,2361,0.0004,0.5324,0.1398,0.7133,0,train
6051,6052,2361,0.3832,0.7855,0.2207,0.7184,0,train
6052,6053,2362,0.0195,0.3727,0.0371,0.5332,0,train
6053,6054,2362,0.4078,0.6031,0.1348,0.4434,0,train
6054,6055,2363,0.0004,0.5012,0.0000,0.9984,0,train
6055,6056,2363,0.4508,0.9992,0.0000,0.9469,0,train
6056,6057,2364,0.0371,0.4582,0.4629,0.8465,0,train
6057,6058,2365,0.5527,0.6348,0.4414,0.5055,0,train
6058,6059,2365,0.7281,1.0000,0.2687,0.5359,0,train
6059,6060,2366,0.0176,0.0840,0.1770,0.4777,0,train
6060,6061,2366,0.0707,0.4105,0.4984,0.9969,0,train
6061,6062,2366,0.4836,0.8273,0.2730,0.9973,0,train
6062,6063,2367,0.8531,0.9984,0.6488,0.9449,0,train
6063,6064,2368,0.3824,0.6723,0.2719,0.5469,0,train
6064,6065,2369,0.0016,0.9984,0.0730,0.8895,0,train
6065,6066,2370,0.0004,0.1262,0.3145,0.9887,0,train
6066,6067,2370,0.0949,0.5520,0.1535,0.6902,0,train
6067,6068,2370,0.4352,0.5414,0.0629,0.3465,0,train
6068,6069,2370,0.5012,0.9582,0.3379,0.8434,0,train
6069,6070,2371,0.1469,0.6953,0.0441,0.4652,0,train
6070,6071,2371,0.0000,0.1313,0.2277,0.4348,0,train
6071,6072,2371,0.7164,0.8758,0.3559,0.4379,0,train
6072,6073,2372,0.0000,0.0891,0.0000,0.2031,0,train
6073,6074,2372,0.0012,0.2520,0.1066,0.7574,0,train
6074,6075,2372,0.2207,0.3918,0.3039,0.7055,0,train
6075,6076,2372,0.5270,0.9996,0.3098,0.6715,0,train
6076,6077,2373,0.0000,0.9984,0.0000,0.9938,0,train
6077,6078,2374,0.9367,0.9992,0.6320,0.7102,0,train
6078,6079,2375,0.5641,0.9266,0.3637,0.5332,0,train
6079,6080,2376,0.2617,0.7711,0.2426,0.8637,0,train
6080,6081,2376,0.0000,0.4125,0.0000,0.8594,0,train
6081,6082,2376,0.7449,0.9988,0.0000,0.8641,0,train
6082,6083,2377,0.0609,0.9062,0.0234,1.0000,0,train
6083,6084,2378,0.2008,0.9945,0.0047,0.8219,0,train
6084,6085,2379,0.1434,0.9988,0.1023,0.8320,0,train
6085,6086,2380,0.0559,0.7129,0.0000,1.0000,0,train
6086,6087,2380,0.0559,0.7129,0.0000,1.0000,0,train
6087,6088,2381,0.0000,1.0000,0.0000,0.9969,0,train
6088,6089,2382,0.1258,0.8508,0.2555,0.8555,0,train
6089,6090,2383,0.0000,0.4422,0.2219,0.5891,0,train
6090,6091,2383,0.7809,0.9988,0.0176,0.5309,0,train
6091,6092,2384,0.0004,0.8996,0.0270,0.9996,0,train
6092,6093,2384,0.7895,0.9980,0.0828,0.9922,0,train
6093,6094,2385,0.0430,0.5242,0.2102,0.8086,0,train
6094,6095,2386,0.5063,0.7891,0.3680,0.5914,0,train
6095,6096,2386,0.5063,0.7891,0.3680,0.5914,0,train
6096,6097,2387,0.0766,0.7063,0.1027,0.7816,0,train
6097,6098,2387,0.0766,0.7063,0.1027,0.7816,0,train
6098,6099,2387,0.0000,0.0906,0.2668,0.6879,0,train
6099,6100,2387,0.6727,0.8289,0.2242,0.5961,0,train
6100,6101,2387,0.8129,0.9996,0.0836,0.7086,0,train
6101,6102,2388,0.0000,0.9984,0.0664,0.8227,0,train
6102,6103,2389,0.0000,0.9984,0.0000,0.9984,0,train
6103,6104,2390,0.0000,0.0859,0.5500,0.7844,0,train
6104,6105,2390,0.0883,0.9305,0.3078,0.8719,0,train
6105,6106,2391,0.0000,0.0641,0.1027,0.6457,0,train
6106,6107,2391,0.0000,0.7141,0.0000,0.9984,0,train
6107,6108,2391,0.8570,0.9992,0.0027,0.9926,0,train
6108,6109,2392,0.0000,0.2109,0.1008,0.8070,0,train
6109,6110,2392,0.2098,0.2871,0.5273,0.5914,0,train
6110,6111,2392,0.3129,0.6215,0.0000,0.8281,0,train
6111,6112,2392,0.6156,0.8859,0.0000,0.6813,0,train
6112,6113,2392,0.6195,0.9992,0.0055,0.6898,0,train
6113,6114,2393,0.0000,0.6391,0.0113,0.9574,0,train
6114,6115,2393,0.3531,0.7266,0.5113,0.9230,0,train
6115,6116,2393,0.7086,0.7852,0.6078,0.8828,0,train
6116,6117,2394,0.0000,0.9984,0.3125,0.8625,0,train
6117,6118,2395,0.0156,0.0547,0.4344,0.5563,0,train
6118,6119,2395,0.0453,0.1047,0.3547,0.5469,0,train
6119,6120,2395,0.0977,0.6539,0.2270,0.5105,0,train
6120,6121,2396,0.0570,0.6430,0.2609,0.8281,0,train
6121,6122,2397,0.1020,0.6965,0.1965,0.3801,0,train
6122,6123,2398,0.7691,0.9996,0.3934,0.6332,0,train
6123,6124,2399,0.0000,0.9156,0.0000,0.9984,0,train
6124,6125,2400,0.0703,0.8328,0.1914,0.8727,0,train
6125,6126,2400,0.0703,0.8328,0.1914,0.8727,0,train
6126,6127,2401,0.6180,0.9898,0.2340,0.6301,0,train
6127,6128,2401,0.0000,0.1000,0.2402,0.4645,0,train
6128,6129,2401,0.1004,0.1324,0.4051,0.4574,0,train
6129,6130,2401,0.2258,0.2508,0.4277,0.4707,0,train
6130,6131,2401,0.2500,0.2937,0.4113,0.4762,0,train
6131,6132,2401,0.2738,0.3324,0.4027,0.4754,0,train
6132,6133,2401,0.3344,0.4219,0.3727,0.4742,0,train
6133,6134,2401,0.3867,0.5023,0.3469,0.4938,0,train
6134,6135,2401,0.4582,0.6387,0.3074,0.5066,0,train
6135,6136,2402,0.1609,0.3297,0.2625,0.6062,0,train
6136,6137,2403,0.7707,0.9855,0.5387,0.8004,0,train
6137,6138,2403,0.0000,0.2406,0.4977,0.9992,0,train
6138,6139,2403,0.0004,0.2902,0.1605,0.2660,0,train
6139,6140,2403,0.0109,0.2391,0.2945,0.4367,0,train
6140,6141,2403,0.2367,0.3961,0.5855,0.8082,0,train
6141,6142,2403,0.2637,0.5926,0.2238,0.3980,0,train
6142,6143,2403,0.3320,0.9945,0.3574,0.6051,0,train
6143,6144,2403,0.3441,0.6059,0.6258,0.8227,0,train
6144,6145,2403,0.5738,0.8168,0.5949,0.7238,0,train
6145,6146,2403,0.6125,0.8859,0.2590,0.3738,0,train
6146,6147,2403,0.8906,0.9875,0.2707,0.3980,0,train
6147,6148,2404,0.0000,0.1469,0.4938,0.6344,0,train
6148,6149,2404,0.1633,0.5727,0.2230,0.6332,0,train
6149,6150,2404,0.5184,0.9988,0.2996,0.6254,0,train
6150,6151,2405,0.0078,0.4156,0.3734,0.6672,0,train
6151,6152,2405,0.4328,0.5609,0.5695,0.6648,0,train
6152,6153,2405,0.5734,0.7063,0.5230,0.6910,0,train
6153,6154,2406,0.1437,0.7719,0.2680,0.9727,0,train
6154,6155,2407,0.0000,0.9984,0.0000,0.9984,0,train
6155,6156,2408,0.0000,0.6156,0.0641,0.8594,0,train
6156,6157,2408,0.8195,0.9992,0.1570,0.8008,0,train
6157,6158,2409,0.0000,0.9984,0.0000,0.9984,0,train
6158,6159,2410,0.1215,0.8879,0.0305,0.9367,0,train
6159,6160,2411,0.1785,0.2605,0.3238,0.4543,0,train
6160,6161,2411,0.5637,0.6770,0.3211,0.4680,0,train
6161,6162,2412,0.0180,0.9992,0.0270,0.9199,0,train
6162,6163,2413,0.0066,0.3902,0.1203,0.7750,0,train
6163,6164,2414,0.0008,0.2836,0.5848,0.9402,0,train
6164,6165,2414,0.2414,0.6961,0.4230,0.9520,0,train
6165,6166,2414,0.6824,0.8035,0.7855,0.8707,0,train
6166,6167,2415,0.0000,0.8938,0.0000,0.9984,0,train
6167,6168,2415,0.8656,0.9969,0.3559,0.6238,0,train
6168,6169,2416,0.0453,0.9922,0.1086,0.9992,0,train
6169,6170,2416,0.8477,0.9914,0.5328,0.9453,0,train
6170,6171,2417,0.2566,0.4215,0.4012,0.5379,0,train
6171,6172,2417,0.4344,0.5312,0.3617,0.4695,0,train
6172,6173,2417,0.5055,0.5930,0.3508,0.5086,0,train
6173,6174,2417,0.8930,0.9992,0.0000,0.6906,0,train
6174,6175,2418,0.0738,0.2840,0.1637,0.5113,0,train
6175,6176,2418,0.2789,0.7430,0.1980,0.4832,0,train
6176,6177,2418,0.6312,0.9563,0.3535,0.5512,0,train
6177,6178,2419,0.0000,0.9984,0.0547,0.9797,0,train
6178,6179,2420,0.0000,0.2219,0.6188,0.7313,0,train
6179,6180,2420,0.2273,0.3914,0.3523,0.7633,0,train
6180,6181,2420,0.3930,0.4836,0.5453,0.7531,0,train
6181,6182,2420,0.4855,0.5598,0.5273,0.7664,0,train
6182,6183,2421,0.0133,0.2039,0.1770,0.4730,0,train
6183,6184,2421,0.2070,0.8336,0.2121,0.6879,0,train
6184,6185,2422,0.0406,1.0000,0.2258,0.9992,0,train
6185,6186,2423,0.0000,0.3359,0.2973,0.8621,0,train
6186,6187,2423,0.1340,0.8410,0.1711,0.4070,0,train
6187,6188,2423,0.2484,0.6625,0.3461,0.7227,0,train
6188,6189,2423,0.5949,0.7785,0.3887,0.6566,0,train
6189,6190,2423,0.7609,0.8266,0.4227,0.6102,0,train
6190,6191,2423,0.8211,0.8664,0.4242,0.5789,0,train
6191,6192,2423,0.8520,0.8840,0.4398,0.5820,0,train
6192,6193,2423,0.8711,0.9102,0.4367,0.5711,0,train
6193,6194,2423,0.9039,0.9680,0.4535,0.5746,0,train
6194,6195,2423,0.9363,0.9996,0.2691,0.4762,0,train
6195,6196,2424,0.0000,0.3047,0.3535,0.6809,0,train
6196,6197,2424,0.0000,0.9984,0.0004,0.8996,0,train
6197,6198,2425,0.0000,0.2656,0.0000,0.9984,0,train
6198,6199,2425,0.2602,0.9992,0.0270,0.9918,0,train
6199,6200,2426,0.0000,0.9984,0.0035,0.9918,0,train
6200,6201,2427,0.4906,0.6875,0.3648,0.4977,0,train
6201,6202,2428,0.7961,0.9930,0.2461,0.7445,0,train
6202,6203,2428,0.0000,0.8906,0.0398,0.8602,0,train
6203,6204,2429,0.0238,0.5246,0.2574,0.6066,0,train
6204,6205,2429,0.0000,0.0656,0.2059,0.6004,0,train
6205,6206,2429,0.5289,0.7242,0.4449,0.6191,0,train
6206,6207,2429,0.7227,0.7898,0.5078,0.5859,0,train
6207,6208,2429,0.8109,0.8672,0.5359,0.6141,0,train
6208,6209,2429,0.9551,0.9871,0.5590,0.6160,0,train
6209,6210,2430,0.0000,0.9984,0.0000,0.9984,0,train
6210,6211,2431,0.0000,0.9984,0.0000,0.9984,0,train
6211,6212,2432,0.0000,0.6875,0.0000,0.9984,0,train
6212,6213,2433,0.0453,0.9672,0.0062,0.9219,0,train
6213,6214,2433,0.0000,0.3000,0.0438,0.4578,0,train
6214,6215,2433,0.2855,0.4035,0.0617,0.4164,0,train
6215,6216,2433,0.4031,0.5016,0.0977,0.4164,0,train
6216,6217,2433,0.4906,0.5359,0.1570,0.4211,0,train
6217,6218,2433,0.5422,0.6344,0.2426,0.4418,0,train
6218,6219,2433,0.6273,0.6867,0.2383,0.4273,0,train
6219,6220,2433,0.6641,0.7859,0.0168,0.4332,0,train
6220,6221,2433,0.7812,0.8406,0.1844,0.3266,0,train
6221,6222,2433,0.7867,0.8398,0.3270,0.4449,0,train
6222,6223,2434,0.2023,0.6070,0.0066,0.5965,0,train
6223,6224,2434,0.5898,0.8883,0.2687,0.5891,0,train
6224,6225,2435,0.0004,0.2043,0.3801,0.6105,0,train
6225,6226,2435,0.0828,0.3250,0.3703,0.5750,0,train
6226,6227,2435,0.3305,0.3742,0.4863,0.5543,0,train
6227,6228,2435,0.3695,0.3977,0.5023,0.5492,0,train
6228,6229,2435,0.4094,0.4375,0.5234,0.5547,0,train
6229,6230,2435,0.4273,0.4508,0.5230,0.5566,0,train
6230,6231,2435,0.4492,0.4805,0.5086,0.5539,0,train
6231,6232,2435,0.4836,0.5133,0.4926,0.5590,0,train
6232,6233,2435,0.4996,0.5316,0.4766,0.5609,0,train
6233,6234,2435,0.5219,0.5625,0.4613,0.5527,0,train
6234,6235,2435,0.5430,0.6320,0.4254,0.5684,0,train
6235,6236,2435,0.5812,0.7750,0.3797,0.5828,0,train
6236,6237,2435,0.7594,0.8125,0.4582,0.5480,0,train
6237,6238,2435,0.7898,0.8805,0.4437,0.5469,0,train
6238,6239,2435,0.8484,0.9984,0.3684,0.5910,0,train
6239,6240,2436,0.0004,0.0324,0.0004,0.1074,0,train
6240,6241,2436,0.0000,0.0719,0.2152,0.3691,0,train
6241,6242,2436,0.0004,0.0949,0.6043,0.9988,0,train
6242,6243,2436,0.0000,0.1516,0.4539,0.9977,0,train
6243,6244,2436,0.0242,0.4398,0.1859,0.3250,0,train
6244,6245,2436,0.0297,0.0688,0.0000,0.1328,0,train
6245,6246,2436,0.0672,0.1203,0.0000,0.1078,0,train
6246,6247,2436,0.0805,0.3477,0.2410,0.4371,0,train
6247,6248,2436,0.1195,0.2164,0.0000,0.0922,0,train
6248,6249,2436,0.1285,0.4996,0.4031,0.9984,0,train
6249,6250,2436,0.1809,0.4301,0.2219,0.4094,0,train
6250,6251,2436,0.1984,0.2828,0.0000,0.1562,0,train
6251,6252,2436,0.2555,0.5133,0.0977,0.2602,0,train
6252,6253,2436,0.2812,0.3375,0.0004,0.1027,0,train
6253,6254,2436,0.3387,0.4176,0.0000,0.1016,0,train
6254,6255,2436,0.5184,0.9988,0.0000,0.9109,0,train
6255,6256,2436,0.5590,0.7504,0.9039,0.9977,0,train
6256,6257,2437,0.0059,0.2629,0.5277,0.9582,0,train
6257,6258,2437,0.2422,0.4641,0.5766,0.7703,0,train
6258,6259,2437,0.4645,0.6918,0.1844,0.8750,0,train
6259,6260,2437,0.6914,0.9992,0.0328,0.9172,0,train
6260,6261,2438,0.2078,0.9984,0.0000,0.5516,0,train
6261,6262,2439,0.2406,0.4234,0.4199,0.6098,0,train
6262,6263,2439,0.0414,0.1664,0.4570,0.6117,0,train
6263,6264,2439,0.1246,0.2301,0.4480,0.5926,0,train
6264,6265,2439,0.4145,0.4934,0.4660,0.5902,0,train
6265,6266,2439,0.4910,0.5762,0.4984,0.5969,0,train
6266,6267,2439,0.7375,0.8766,0.5109,0.6141,0,train
6267,6268,2440,0.0094,0.2844,0.2555,0.7477,0,train
6268,6269,2440,0.3227,0.7477,0.2570,0.6852,0,train
6269,6270,2440,0.6824,0.9988,0.3063,0.5484,0,train
6270,6271,2441,0.0000,0.0969,0.7625,0.9172,0,train
6271,6272,2441,0.0031,0.2453,0.1699,0.5020,0,train
6272,6273,2441,0.0090,0.0879,0.1105,0.3004,0,train
6273,6274,2441,0.0410,0.2215,0.2988,0.6246,0,train
6274,6275,2441,0.0777,0.3113,0.8035,0.9996,0,train
6275,6276,2441,0.1230,0.4441,0.3965,0.7176,0,train
6276,6277,2441,0.1945,0.2961,0.1527,0.3473,0,train
6277,6278,2441,0.2672,0.3563,0.1887,0.3520,0,train
6278,6279,2441,0.3305,0.3930,0.2551,0.3684,0,train
6279,6280,2441,0.3816,0.4449,0.2707,0.3793,0,train
6280,6281,2441,0.3992,0.4852,0.1703,0.2625,0,train
6281,6282,2441,0.4277,0.4785,0.2687,0.3578,0,train
6282,6283,2441,0.4445,0.6117,0.3891,0.6109,0,train
6283,6284,2441,0.4984,0.6203,0.2625,0.4000,0,train
6284,6285,2441,0.5336,0.6820,0.5230,0.7973,0,train
6285,6286,2441,0.6000,0.6750,0.4395,0.5887,0,train
6286,6287,2441,0.6539,0.7664,0.2809,0.4660,0,train
6287,6288,2441,0.6699,0.7910,0.6371,0.8395,0,train
6288,6289,2441,0.7773,0.8414,0.6879,0.7996,0,train
6289,6290,2441,0.8273,0.9992,0.3965,0.6301,0,train
6290,6291,2441,0.8410,0.9699,0.6449,0.8941,0,train
6291,6292,2442,0.0465,0.8504,0.0348,0.6199,0,train
6292,6293,2443,0.0000,0.9984,0.0703,0.9984,0,train
6293,6294,2444,0.0410,0.2324,0.3402,0.5566,0,train
6294,6295,2444,0.0000,0.1016,0.3324,0.4754,0,train
6295,6296,2444,0.1109,0.2234,0.4203,0.4922,0,train
6296,6297,2444,0.2234,0.3906,0.4289,0.5273,0,train
6297,6298,2444,0.6941,0.7684,0.3848,0.4730,0,train
6298,6299,2444,0.8008,0.9367,0.3285,0.4152,0,train
6299,6300,2445,0.2172,0.5234,0.4004,0.6996,0,train
6300,6301,2446,0.7445,0.9992,0.5168,0.9910,0,train
6301,6302,2447,0.0000,0.0891,0.0539,0.3289,0,train
6302,6303,2447,0.3031,0.6375,0.0000,0.2250,0,train
6303,6304,2447,0.7043,0.8645,0.0637,0.2895,0,train
6304,6305,2447,0.8699,0.9988,0.0000,0.2562,0,train
6305,6306,2448,0.1695,0.9164,0.0961,0.8148,0,train
6306,6307,2448,0.1695,0.9164,0.0961,0.8148,0,train
6307,6308,2448,0.0000,0.0547,0.3887,0.7598,0,train
6308,6309,2448,0.0742,0.3055,0.5012,0.7223,0,train
6309,6310,2448,0.2184,0.4363,0.2367,0.7227,0,train
6310,6311,2448,0.4375,0.6781,0.1625,0.7484,0,train
6311,6312,2448,0.6773,0.9258,0.1656,0.7984,0,train
6312,6313,2448,0.9125,0.9969,0.5266,0.7984,0,train
6313,6314,2449,0.0395,0.9980,0.0648,0.5836,0,train
6314,6315,2450,0.1703,0.2188,0.3305,0.4570,0,train
6315,6316,2450,0.2375,0.3078,0.3914,0.4836,0,train
6316,6317,2450,0.3719,0.4375,0.4336,0.5555,0,train
6317,6318,2450,0.5141,0.6266,0.6492,0.7148,0,train
6318,6319,2451,0.0000,0.0453,0.1523,0.7602,0,train
6319,6320,2451,0.0332,0.8809,0.3227,0.7227,0,train
6320,6321,2451,0.7992,0.9945,0.1953,0.7031,0,train
6321,6322,2452,0.0023,0.6945,0.0215,0.9988,0,train
6322,6323,2453,0.1590,0.3895,0.5266,0.7188,0,train
6323,6324,2453,0.1590,0.3895,0.5266,0.7188,0,train
6324,6325,2453,0.3551,0.4949,0.5688,0.7031,0,train
6325,6326,2453,0.4680,0.6586,0.5301,0.6965,0,train
6326,6327,2453,0.6551,0.7574,0.5719,0.6922,0,train
6327,6328,2453,0.7559,0.9504,0.5703,0.7156,0,train
6328,6329,2453,0.7750,0.9266,0.5773,0.7133,0,train
6329,6330,2454,0.2078,0.8297,0.3105,0.8613,0,train
6330,6331,2454,0.0156,0.2359,0.5180,0.7695,0,train
6331,6332,2454,0.7379,0.9871,0.4859,0.8828,0,train
6332,6333,2455,0.1020,0.3840,0.3352,0.6930,0,train
6333,6334,2455,0.3621,0.5035,0.4738,0.7027,0,train
6334,6335,2455,0.4875,0.7172,0.4043,0.6629,0,train
6335,6336,2455,0.7199,0.9863,0.4105,0.6613,0,train
6336,6337,2456,0.4699,0.9707,0.1848,0.6355,0,train
6337,6338,2456,0.4699,0.9707,0.1848,0.6355,0,train
6338,6339,2456,0.1008,0.2070,0.4773,0.5633,0,train
6339,6340,2456,0.2008,0.2414,0.4813,0.5344,0,train
6340,6341,2457,0.0000,0.9984,0.0000,0.8969,0,train
6341,6342,2458,0.6977,0.9867,0.5461,0.8211,0,train
6342,6343,2458,0.0031,0.2250,0.0000,0.5719,0,train
6343,6344,2458,0.2027,0.6910,0.1305,0.9430,0,train
6344,6345,2459,0.0609,0.9859,0.0652,0.8910,0,train
6345,6346,2460,0.0785,0.5043,0.5863,0.8902,0,train
6346,6347,2460,0.5648,0.6398,0.5418,0.7410,0,train
6347,6348,2460,0.6160,0.8824,0.2492,0.7508,0,train
6348,6349,2460,0.8609,1.0000,0.3684,0.6660,0,train
6349,6350,2461,0.0516,0.9516,0.0195,0.7555,0,train
6350,6351,2462,0.4621,0.9629,0.2918,0.5082,0,train
6351,6352,2462,0.6937,0.9672,0.8074,0.9988,0,train
6352,6353,2463,0.0004,0.9230,0.0465,0.9582,0,train
6353,6354,2463,0.7805,0.9992,0.0078,0.9016,0,train
6354,6355,2464,0.0000,0.5984,0.4551,0.8230,0,train
6355,6356,2465,0.0637,0.7113,0.2098,0.9184,0,train
6356,6357,2465,0.2188,0.6266,0.0438,0.7047,0,train
6357,6358,2465,0.6609,0.9969,0.0000,0.6172,0,train
6358,6359,2466,0.0000,0.5266,0.1316,0.7230,0,train
6359,6360,2466,0.4836,0.9055,0.3344,0.6828,0,train
6360,6361,2467,0.6586,0.9992,0.1020,0.7902,0,train
6361,6362,2468,0.7469,0.9578,0.3480,0.6191,0,train
6362,6363,2469,0.1859,0.7766,0.2602,0.5398,0,train
6363,6364,2469,0.0004,0.1840,0.0000,0.5641,0,train
6364,6365,2469,0.1727,0.3383,0.2496,0.5191,0,train
6365,6366,2469,0.7926,0.9996,0.0828,0.5453,0,train
6366,6367,2470,0.0000,0.0516,0.5418,0.6645,0,train
6367,6368,2470,0.0188,0.1688,0.6145,0.7652,0,train
6368,6369,2470,0.1617,0.2023,0.6117,0.7289,0,train
6369,6370,2470,0.1891,0.8313,0.1484,0.7812,0,train
6370,6371,2470,0.8141,1.0000,0.1742,0.7586,0,train
6371,6372,2471,0.0812,0.8859,0.0000,0.6609,0,train
6372,6373,2472,0.0285,0.2277,0.4559,0.7941,0,train
6373,6374,2472,0.0285,0.2277,0.4559,0.7941,0,train
6374,6375,2473,0.0004,0.6574,0.1902,0.7113,0,train
6375,6376,2474,0.0000,0.9984,0.0000,0.9984,0,train
6376,6377,2475,0.0695,0.2977,0.6891,0.9203,0,train
6377,6378,2475,0.2945,0.3930,0.6996,0.9020,0,train
6378,6379,2475,0.3801,0.4543,0.7035,0.8824,0,train
6379,6380,2476,0.0000,0.9984,0.5297,0.9984,0,train
6380,6381,2477,0.0000,0.1703,0.3551,0.7965,0,train
6381,6382,2477,0.1125,0.6031,0.1605,0.9145,0,train
6382,6383,2477,0.4578,0.8906,0.1363,0.9309,0,train
6383,6384,2477,0.8227,0.9992,0.0000,0.9984,0,train
6384,6385,2478,0.0000,0.9469,0.2418,0.8145,0,train
6385,6386,2478,0.9156,0.9953,0.4047,0.6297,0,train
6386,6387,2479,0.0297,1.0000,0.0047,0.9641,0,train
6387,6388,2479,0.0297,1.0000,0.0047,0.9641,0,train
6388,6389,2480,0.1367,0.8398,0.3078,0.7984,0,train
6389,6390,2480,0.7605,0.9176,0.4328,0.6062,0,train
6390,6391,2481,0.0000,0.9984,0.0063,0.8094,0,train
6391,6392,2482,0.0379,0.7184,0.0793,0.7551,0,train
